ano;mes;ra;id_curso;vencimento;status_pagamento;valor_mensalidade;juros;valor_pago;dt_pagamento
2026;1;20260006;C006;2026-01-10;PAGO;1290.0;0.0;1290.0;2026-01-09
2026;2;20260006;C006;2026-02-10;PAGO;1290.0;0.0;1240.0;2026-02-08
2026;3;20260006;C006;2026-03-10;PAGO;1290.0;0.0;1290.0;2026-03-08
2026;4;20260006;C006;2026-04-10;EM_ATRASO;1290.0;8.6;1298.6;2026-04-20
2026;5;20260006;C006;2026-05-10;EM_ATRASO;1290.0;0.86;1290.86;2026-05-11
2026;6;20260006;C006;2026-06-10;PAGO;1290.0;0.0;1290.0;2026-06-11
2026;7;20260006;C006;2026-07-10;PAGO;1290.0;0.0;1290.0;2026-07-11
2026;8;20260006;C006;2026-08-10;PAGO;1290.0;0.0;1290.0;2026-08-12
2026;9;20260006;C006;2026-09-10;PAGO;1290.0;0.0;1190.0;2026-09-08
2026;10;20260006;C006;2026-10-10;PAGO;1290.0;0.0;1290.0;2026-10-13
2026;11;20260006;C006;2026-11-10;PAGO;1290.0;0.0;1290.0;2026-11-13
2026;12;20260006;C006;2026-12-10;PAGO;1290.0;0.0;1290.0;2026-12-07
2026;1;20260007;C003;2026-01-10;PAGO;1150.0;0.0;1150.0;2026-01-10
2026;2;20260007;C003;2026-02-10;PAGO;1150.0;0.0;1150.0;2026-02-07
2026;3;20260007;C003;2026-03-10;PAGO;1150.0;0.0;1150.0;2026-03-11
2026;4;20260007;C003;2026-04-10;PAGO;1150.0;0.0;1050.0;2026-04-10
2026;5;20260007;C003;2026-05-10;PAGO;1150.0;0.0;1150.0;2026-05-09
2026;6;20260007;C003;2026-06-10;PAGO;1150.0;0.0;1150.0;2026-06-13
2026;7;20260007;C003;2026-07-10;PAGO;1150.0;0.0;1150.0;2026-07-07
2026;8;20260007;C003;2026-08-10;PAGO;1150.0;0.0;1150.0;2026-08-08
2026;9;20260007;C003;2026-09-10;EM_ATRASO;1150.0;0.0;1150.0;2026-09-07
2026;10;20260007;C003;2026-10-10;PAGO;1150.0;0.0;1150.0;2026-10-07
2026;11;20260007;C003;2026-11-10;EM_ATRASO;1150.0;0.0;1150.0;2026-11-07
2026;12;20260007;C003;2026-12-10;PAGO;1150.0;0.0;1150.0;2026-12-10
2026;1;20260008;C005;2026-01-10;PAGO;1380.0;0.0;1380.0;2026-01-09
2026;2;20260008;C005;2026-02-10;PAGO;1380.0;0.0;1380.0;2026-02-12
2026;3;20260008;C005;2026-03-10;PAGO;1380.0;0.0;1380.0;2026-03-09
2026;4;20260008;C005;2026-04-10;PAGO;1380.0;0.0;1380.0;2026-04-07
2026;5;20260008;C005;2026-05-10;PAGO;1380.0;0.0;1380.0;2026-05-10
2026;6;20260008;C005;2026-06-10;PAGO;1380.0;0.0;1380.0;2026-06-11
2026;7;20260008;C005;2026-07-10;PAGO;1380.0;0.0;1330.0;2026-07-07
2026;8;20260008;C005;2026-08-10;PAGO;1380.0;0.0;1380.0;2026-08-07
2026;9;20260008;C005;2026-09-10;PAGO;1380.0;0.0;1380.0;2026-09-12
2026;10;20260008;C005;2026-10-10;EM_ATRASO;1380.0;10.12;1340.12;2026-10-21
2026;11;20260008;C005;2026-11-10;PAGO;1380.0;0.0;1380.0;2026-11-13
2026;12;20260008;C005;2026-12-10;ABERTO;1380.0;;;
2026;1;20260009;C004;2026-01-10;PAGO;890.0;0.0;890.0;2026-01-08
2026;2;20260009;C004;2026-02-10;PAGO;890.0;0.0;890.0;2026-02-13
2026;3;20260009;C004;2026-03-10;PAGO;890.0;0.0;840.0;2026-03-08
2026;4;20260009;C004;2026-04-10;PAGO;890.0;0.0;790.0;2026-04-09
2026;5;20260009;C004;2026-05-10;EM_ATRASO;890.0;1.78;891.78;2026-05-13
2026;6;20260009;C004;2026-06-10;PAGO;890.0;0.0;890.0;2026-06-13
2026;7;20260009;C004;2026-07-10;PAGO;890.0;0.0;890.0;2026-07-08
2026;8;20260009;C004;2026-08-10;ABERTO;890.0;;;
2026;9;20260009;C004;2026-09-10;ABERTO;890.0;;;
2026;10;20260009;C004;2026-10-10;PAGO;890.0;0.0;890.0;2026-10-11
2026;11;20260009;C004;2026-11-10;PAGO;890.0;0.0;890.0;2026-11-09
2026;12;20260009;C004;2026-12-10;PAGO;890.0;0.0;790.0;2026-12-07
2026;1;20260010;C007;2026-01-10;PAGO;1090.0;0.0;1040.0;2026-01-08
2026;2;20260010;C007;2026-02-10;PAGO;1090.0;0.0;1040.0;2026-02-07
2026;3;20260010;C007;2026-03-10;PAGO;1090.0;0.0;1090.0;2026-03-08
2026;4;20260010;C007;2026-04-10;EM_ATRASO;1090.0;10.9;1100.9;2026-04-25
2026;5;20260010;C007;2026-05-10;ABERTO;1090.0;;;
2026;6;20260010;C007;2026-06-10;PAGO;1090.0;0.0;1040.0;2026-06-07
2026;7;20260010;C007;2026-07-10;PAGO;1090.0;0.0;1040.0;2026-07-08
2026;8;20260010;C007;2026-08-10;EM_ATRASO;1090.0;6.54;1046.54;2026-08-19
2026;9;20260010;C007;2026-09-10;EM_ATRASO;1090.0;3.63;1043.63;2026-09-15
2026;10;20260010;C007;2026-10-10;PAGO;1090.0;0.0;1090.0;2026-10-12
2026;11;20260010;C007;2026-11-10;PAGO;1090.0;0.0;1090.0;2026-11-09
2026;12;20260010;C007;2026-12-10;PAGO;1090.0;0.0;990.0;2026-12-12
2026;1;20260011;C006;2026-01-10;PAGO;1290.0;0.0;1290.0;2026-01-13
2026;2;20260011;C006;2026-02-10;PAGO;1290.0;0.0;1190.0;2026-02-12
2026;3;20260011;C006;2026-03-10;PAGO;1290.0;0.0;1190.0;2026-03-10
2026;4;20260011;C006;2026-04-10;PAGO;1290.0;0.0;1190.0;2026-04-11
2026;5;20260011;C006;2026-05-10;PAGO;1290.0;0.0;1290.0;2026-05-13
2026;6;20260011;C006;2026-06-10;PAGO;1290.0;0.0;1240.0;2026-06-13
2026;7;20260011;C006;2026-07-10;PAGO;1290.0;0.0;1190.0;2026-07-12
2026;8;20260011;C006;2026-08-10;PAGO;1290.0;0.0;1290.0;2026-08-13
2026;9;20260011;C006;2026-09-10;PAGO;1290.0;0.0;1240.0;2026-09-12
2026;10;20260011;C006;2026-10-10;PAGO;1290.0;0.0;1290.0;2026-10-10
2026;11;20260011;C006;2026-11-10;PAGO;1290.0;0.0;1290.0;2026-11-09
2026;12;20260011;C006;2026-12-10;PAGO;1290.0;0.0;1290.0;2026-12-13
2026;1;20260012;C007;2026-01-10;PAGO;1090.0;0.0;1090.0;2026-01-08
2026;2;20260012;C007;2026-02-10;ABERTO;1090.0;;;
2026;3;20260012;C007;2026-03-10;PAGO;1090.0;0.0;1040.0;2026-03-09
2026;4;20260012;C007;2026-04-10;PAGO;1090.0;0.0;1090.0;2026-04-10
2026;5;20260012;C007;2026-05-10;PAGO;1090.0;0.0;1090.0;2026-05-12
2026;6;20260012;C007;2026-06-10;PAGO;1090.0;0.0;1090.0;2026-06-08
2026;7;20260012;C007;2026-07-10;PAGO;1090.0;0.0;1040.0;2026-07-09
2026;8;20260012;C007;2026-08-10;PAGO;1090.0;0.0;1090.0;2026-08-11
2026;9;20260012;C007;2026-09-10;PAGO;1090.0;0.0;1040.0;2026-09-07
2026;10;20260012;C007;2026-10-10;PAGO;1090.0;0.0;1040.0;2026-10-10
2026;11;20260012;C007;2026-11-10;PAGO;1090.0;0.0;1040.0;2026-11-10
2026;12;20260012;C007;2026-12-10;PAGO;1090.0;0.0;1090.0;2026-12-11
2026;1;20260013;C005;2026-01-10;PAGO;1380.0;0.0;1330.0;2026-01-09
2026;2;20260013;C005;2026-02-10;PAGO;1380.0;0.0;1280.0;2026-02-13
2026;3;20260013;C005;2026-03-10;PAGO;1380.0;0.0;1330.0;2026-03-07
2026;4;20260013;C005;2026-04-10;PAGO;1380.0;0.0;1280.0;2026-04-10
2026;5;20260013;C005;2026-05-10;PAGO;1380.0;0.0;1330.0;2026-05-11
2026;6;20260013;C005;2026-06-10;PAGO;1380.0;0.0;1280.0;2026-06-09
2026;7;20260013;C005;2026-07-10;EM_ATRASO;1380.0;12.88;1342.88;2026-07-24
2026;8;20260013;C005;2026-08-10;PAGO;1380.0;0.0;1380.0;2026-08-09
2026;9;20260013;C005;2026-09-10;PAGO;1380.0;0.0;1380.0;2026-09-12
2026;10;20260013;C005;2026-10-10;PAGO;1380.0;0.0;1380.0;2026-10-13
2026;11;20260013;C005;2026-11-10;PAGO;1380.0;0.0;1330.0;2026-11-12
2026;12;20260013;C005;2026-12-10;ABERTO;1380.0;;;
2026;1;20260014;C010;2026-01-10;PAGO;1250.0;0.0;1250.0;2026-01-13
2026;2;20260014;C010;2026-02-10;ABERTO;1250.0;;;
2026;3;20260014;C010;2026-03-10;PAGO;1250.0;0.0;1250.0;2026-03-12
2026;4;20260014;C010;2026-04-10;PAGO;1250.0;0.0;1150.0;2026-04-09
2026;5;20260014;C010;2026-05-10;PAGO;1250.0;0.0;1250.0;2026-05-08
2026;6;20260014;C010;2026-06-10;PAGO;1250.0;0.0;1250.0;2026-06-11
2026;7;20260014;C010;2026-07-10;PAGO;1250.0;0.0;1200.0;2026-07-11
2026;8;20260014;C010;2026-08-10;PAGO;1250.0;0.0;1150.0;2026-08-08
2026;9;20260014;C010;2026-09-10;ABERTO;1250.0;;;
2026;10;20260014;C010;2026-10-10;PAGO;1250.0;0.0;1250.0;2026-10-09
2026;11;20260014;C010;2026-11-10;PAGO;1250.0;0.0;1150.0;2026-11-09
2026;12;20260014;C010;2026-12-10;PAGO;1250.0;0.0;1250.0;2026-12-13
2026;1;20260015;C008;2026-01-10;PAGO;1010.0;0.0;1010.0;2026-01-13
2026;2;20260015;C008;2026-02-10;ABERTO;1010.0;;;
2026;3;20260015;C008;2026-03-10;PAGO;1010.0;0.0;1010.0;2026-03-10
2026;4;20260015;C008;2026-04-10;PAGO;1010.0;0.0;910.0;2026-04-11
2026;5;20260015;C008;2026-05-10;PAGO;1010.0;0.0;910.0;2026-05-12
2026;6;20260015;C008;2026-06-10;PAGO;1010.0;0.0;960.0;2026-06-07
2026;7;20260015;C008;2026-07-10;PAGO;1010.0;0.0;960.0;2026-07-13
2026;8;20260015;C008;2026-08-10;EM_ATRASO;1010.0;4.04;1014.04;2026-08-16
2026;9;20260015;C008;2026-09-10;PAGO;1010.0;0.0;1010.0;2026-09-09
2026;10;20260015;C008;2026-10-10;PAGO;1010.0;0.0;1010.0;2026-10-11
2026;11;20260015;C008;2026-11-10;PAGO;1010.0;0.0;910.0;2026-11-13
2026;12;20260015;C008;2026-12-10;PAGO;1010.0;0.0;1010.0;2026-12-10
2026;1;20260016;C003;2026-01-10;ABERTO;1150.0;;;
2026;2;20260016;C003;2026-02-10;PAGO;1150.0;0.0;1150.0;2026-02-07
2026;3;20260016;C003;2026-03-10;PAGO;1150.0;0.0;1150.0;2026-03-10
2026;4;20260016;C003;2026-04-10;PAGO;1150.0;0.0;1150.0;2026-04-13
2026;5;20260016;C003;2026-05-10;PAGO;1150.0;0.0;1150.0;2026-05-07
2026;6;20260016;C003;2026-06-10;PAGO;1150.0;0.0;1100.0;2026-06-11
2026;7;20260016;C003;2026-07-10;PAGO;1150.0;0.0;1150.0;2026-07-07
2026;8;20260016;C003;2026-08-10;PAGO;1150.0;0.0;1150.0;2026-08-08
2026;9;20260016;C003;2026-09-10;PAGO;1150.0;0.0;1050.0;2026-09-07
2026;10;20260016;C003;2026-10-10;PAGO;1150.0;0.0;1150.0;2026-10-10
2026;11;20260016;C003;2026-11-10;PAGO;1150.0;0.0;1050.0;2026-11-07
2026;12;20260016;C003;2026-12-10;PAGO;1150.0;0.0;1150.0;2026-12-08
2026;1;20260017;C001;2026-01-10;PAGO;980.0;0.0;980.0;2026-01-07
2026;2;20260017;C001;2026-02-10;PAGO;980.0;0.0;980.0;2026-02-11
2026;3;20260017;C001;2026-03-10;PAGO;980.0;0.0;930.0;2026-03-07
2026;4;20260017;C001;2026-04-10;PAGO;980.0;0.0;930.0;2026-04-08
2026;5;20260017;C001;2026-05-10;PAGO;980.0;0.0;930.0;2026-05-11
2026;6;20260017;C001;2026-06-10;PAGO;980.0;0.0;880.0;2026-06-09
2026;7;20260017;C001;2026-07-10;PAGO;980.0;0.0;980.0;2026-07-12
2026;8;20260017;C001;2026-08-10;EM_ATRASO;980.0;7.19;987.19;2026-08-21
2026;9;20260017;C001;2026-09-10;PAGO;980.0;0.0;980.0;2026-09-10
2026;10;20260017;C001;2026-10-10;PAGO;980.0;0.0;980.0;2026-10-08
2026;11;20260017;C001;2026-11-10;PAGO;980.0;0.0;930.0;2026-11-11
2026;12;20260017;C001;2026-12-10;PAGO;980.0;0.0;930.0;2026-12-13
2026;1;20260018;C010;2026-01-10;EM_ATRASO;1250.0;10.0;1160.0;2026-01-22
2026;2;20260018;C010;2026-02-10;PAGO;1250.0;0.0;1250.0;2026-02-09
2026;3;20260018;C010;2026-03-10;PAGO;1250.0;0.0;1250.0;2026-03-07
2026;4;20260018;C010;2026-04-10;PAGO;1250.0;0.0;1150.0;2026-04-08
2026;5;20260018;C010;2026-05-10;PAGO;1250.0;0.0;1250.0;2026-05-08
2026;6;20260018;C010;2026-06-10;PAGO;1250.0;0.0;1250.0;2026-06-09
2026;7;20260018;C010;2026-07-10;PAGO;1250.0;0.0;1250.0;2026-07-08
2026;8;20260018;C010;2026-08-10;PAGO;1250.0;0.0;1150.0;2026-08-12
2026;9;20260018;C010;2026-09-10;PAGO;1250.0;0.0;1200.0;2026-09-12
2026;10;20260018;C010;2026-10-10;PAGO;1250.0;0.0;1200.0;2026-10-12
2026;11;20260018;C010;2026-11-10;PAGO;1250.0;0.0;1250.0;2026-11-08
2026;12;20260018;C010;2026-12-10;PAGO;1250.0;0.0;1250.0;2026-12-13
2026;1;20260019;C004;2026-01-10;PAGO;890.0;0.0;890.0;2026-01-13
2026;2;20260019;C004;2026-02-10;PAGO;890.0;0.0;840.0;2026-02-10
2026;3;20260019;C004;2026-03-10;PAGO;890.0;0.0;890.0;2026-03-11
2026;4;20260019;C004;2026-04-10;PAGO;890.0;0.0;890.0;2026-04-13
2026;5;20260019;C004;2026-05-10;PAGO;890.0;0.0;890.0;2026-05-10
2026;6;20260019;C004;2026-06-10;PAGO;890.0;0.0;890.0;2026-06-07
2026;7;20260019;C004;2026-07-10;PAGO;890.0;0.0;890.0;2026-07-10
2026;8;20260019;C004;2026-08-10;ABERTO;890.0;;;
2026;9;20260019;C004;2026-09-10;PAGO;890.0;0.0;890.0;2026-09-10
2026;10;20260019;C004;2026-10-10;PAGO;890.0;0.0;890.0;2026-10-10
2026;11;20260019;C004;2026-11-10;PAGO;890.0;0.0;840.0;2026-11-09
2026;12;20260019;C004;2026-12-10;PAGO;890.0;0.0;840.0;2026-12-13
2026;1;20260020;C004;2026-01-10;ABERTO;890.0;;;
2026;2;20260020;C004;2026-02-10;PAGO;890.0;0.0;790.0;2026-02-13
2026;3;20260020;C004;2026-03-10;PAGO;890.0;0.0;890.0;2026-03-12
2026;4;20260020;C004;2026-04-10;PAGO;890.0;0.0;890.0;2026-04-08
2026;5;20260020;C004;2026-05-10;PAGO;890.0;0.0;890.0;2026-05-10
2026;6;20260020;C004;2026-06-10;PAGO;890.0;0.0;890.0;2026-06-13
2026;7;20260020;C004;2026-07-10;PAGO;890.0;0.0;840.0;2026-07-08
2026;8;20260020;C004;2026-08-10;EM_ATRASO;890.0;0.59;890.59;2026-08-11
2026;9;20260020;C004;2026-09-10;PAGO;890.0;0.0;840.0;2026-09-12
2026;10;20260020;C004;2026-10-10;PAGO;890.0;0.0;890.0;2026-10-10
2026;11;20260020;C004;2026-11-10;ABERTO;890.0;;;
2026;12;20260020;C004;2026-12-10;PAGO;890.0;0.0;890.0;2026-12-13
2026;1;20260021;C003;2026-01-10;ABERTO;1150.0;;;
2026;2;20260021;C003;2026-02-10;PAGO;1150.0;0.0;1100.0;2026-02-12
2026;3;20260021;C003;2026-03-10;PAGO;1150.0;0.0;1050.0;2026-03-07
2026;4;20260021;C003;2026-04-10;PAGO;1150.0;0.0;1150.0;2026-04-09
2026;5;20260021;C003;2026-05-10;PAGO;1150.0;0.0;1150.0;2026-05-13
2026;6;20260021;C003;2026-06-10;ABERTO;1150.0;;;
2026;7;20260021;C003;2026-07-10;PAGO;1150.0;0.0;1150.0;2026-07-09
2026;8;20260021;C003;2026-08-10;PAGO;1150.0;0.0;1050.0;2026-08-07
2026;9;20260021;C003;2026-09-10;ABERTO;1150.0;;;
2026;10;20260021;C003;2026-10-10;PAGO;1150.0;0.0;1150.0;2026-10-08
2026;11;20260021;C003;2026-11-10;PAGO;1150.0;0.0;1050.0;2026-11-11
2026;12;20260021;C003;2026-12-10;PAGO;1150.0;0.0;1150.0;2026-12-11
2026;1;20260022;C008;2026-01-10;PAGO;1010.0;0.0;1010.0;2026-01-13
2026;2;20260022;C008;2026-02-10;PAGO;1010.0;0.0;910.0;2026-02-07
2026;3;20260022;C008;2026-03-10;PAGO;1010.0;0.0;960.0;2026-03-12
2026;4;20260022;C008;2026-04-10;EM_ATRASO;1010.0;7.41;1017.41;2026-04-21
2026;5;20260022;C008;2026-05-10;PAGO;1010.0;0.0;910.0;2026-05-09
2026;6;20260022;C008;2026-06-10;PAGO;1010.0;0.0;910.0;2026-06-07
2026;7;20260022;C008;2026-07-10;PAGO;1010.0;0.0;1010.0;2026-07-12
2026;8;20260022;C008;2026-08-10;PAGO;1010.0;0.0;1010.0;2026-08-07
2026;9;20260022;C008;2026-09-10;PAGO;1010.0;0.0;960.0;2026-09-13
2026;10;20260022;C008;2026-10-10;PAGO;1010.0;0.0;960.0;2026-10-13
2026;11;20260022;C008;2026-11-10;PAGO;1010.0;0.0;910.0;2026-11-13
2026;12;20260022;C008;2026-12-10;PAGO;1010.0;0.0;1010.0;2026-12-08
2026;1;20260023;C003;2026-01-10;PAGO;1150.0;0.0;1150.0;2026-01-08
2026;2;20260023;C003;2026-02-10;EM_ATRASO;1150.0;2.3;1152.3;2026-02-13
2026;3;20260023;C003;2026-03-10;PAGO;1150.0;0.0;1150.0;2026-03-13
2026;4;20260023;C003;2026-04-10;PAGO;1150.0;0.0;1150.0;2026-04-08
2026;5;20260023;C003;2026-05-10;PAGO;1150.0;0.0;1150.0;2026-05-13
2026;6;20260023;C003;2026-06-10;PAGO;1150.0;0.0;1150.0;2026-06-12
2026;7;20260023;C003;2026-07-10;ABERTO;1150.0;;;
2026;8;20260023;C003;2026-08-10;PAGO;1150.0;0.0;1150.0;2026-08-11
2026;9;20260023;C003;2026-09-10;ABERTO;1150.0;;;
2026;10;20260023;C003;2026-10-10;EM_ATRASO;1150.0;5.37;1105.37;2026-10-17
2026;11;20260023;C003;2026-11-10;PAGO;1150.0;0.0;1150.0;2026-11-13
2026;12;20260023;C003;2026-12-10;ABERTO;1150.0;;;
2026;1;20260024;C007;2026-01-10;PAGO;1090.0;0.0;1090.0;2026-01-08
2026;2;20260024;C007;2026-02-10;PAGO;1090.0;0.0;1040.0;2026-02-08
2026;3;20260024;C007;2026-03-10;PAGO;1090.0;0.0;1090.0;2026-03-12
2026;4;20260024;C007;2026-04-10;EM_ATRASO;1090.0;0.0;990.0;2026-04-10
2026;5;20260024;C007;2026-05-10;PAGO;1090.0;0.0;990.0;2026-05-13
2026;6;20260024;C007;2026-06-10;PAGO;1090.0;0.0;1090.0;2026-06-10
2026;7;20260024;C007;2026-07-10;PAGO;1090.0;0.0;1090.0;2026-07-10
2026;8;20260024;C007;2026-08-10;PAGO;1090.0;0.0;1040.0;2026-08-10
2026;9;20260024;C007;2026-09-10;EM_ATRASO;1090.0;7.27;1047.27;2026-09-20
2026;10;20260024;C007;2026-10-10;EM_ATRASO;1090.0;10.9;1050.9;2026-10-25
2026;11;20260024;C007;2026-11-10;ABERTO;1090.0;;;
2026;12;20260024;C007;2026-12-10;PAGO;1090.0;0.0;1090.0;2026-12-11
2026;1;20260025;C006;2026-01-10;PAGO;1290.0;0.0;1240.0;2026-01-13
2026;2;20260025;C006;2026-02-10;EM_ATRASO;1290.0;1.72;1291.72;2026-02-12
2026;3;20260025;C006;2026-03-10;ABERTO;1290.0;;;
2026;4;20260025;C006;2026-04-10;PAGO;1290.0;0.0;1290.0;2026-04-10
2026;5;20260025;C006;2026-05-10;ABERTO;1290.0;;;
2026;6;20260025;C006;2026-06-10;PAGO;1290.0;0.0;1240.0;2026-06-09
2026;7;20260025;C006;2026-07-10;PAGO;1290.0;0.0;1240.0;2026-07-13
2026;8;20260025;C006;2026-08-10;PAGO;1290.0;0.0;1190.0;2026-08-07
2026;9;20260025;C006;2026-09-10;PAGO;1290.0;0.0;1190.0;2026-09-13
2026;10;20260025;C006;2026-10-10;PAGO;1290.0;0.0;1290.0;2026-10-07
2026;11;20260025;C006;2026-11-10;PAGO;1290.0;0.0;1290.0;2026-11-12
2026;12;20260025;C006;2026-12-10;PAGO;1290.0;0.0;1190.0;2026-12-12
2026;1;20260026;C007;2026-01-10;PAGO;1090.0;0.0;1040.0;2026-01-12
2026;2;20260026;C007;2026-02-10;PAGO;1090.0;0.0;1090.0;2026-02-10
2026;3;20260026;C007;2026-03-10;PAGO;1090.0;0.0;1090.0;2026-03-07
2026;4;20260026;C007;2026-04-10;PAGO;1090.0;0.0;1090.0;2026-04-13
2026;5;20260026;C007;2026-05-10;PAGO;1090.0;0.0;1090.0;2026-05-12
2026;6;20260026;C007;2026-06-10;PAGO;1090.0;0.0;1090.0;2026-06-09
2026;7;20260026;C007;2026-07-10;EM_ATRASO;1090.0;10.17;1100.17;2026-07-24
2026;8;20260026;C007;2026-08-10;EM_ATRASO;1090.0;0.0;1090.0;2026-08-09
2026;9;20260026;C007;2026-09-10;PAGO;1090.0;0.0;1090.0;2026-09-09
2026;10;20260026;C007;2026-10-10;PAGO;1090.0;0.0;1090.0;2026-10-07
2026;11;20260026;C007;2026-11-10;ABERTO;1090.0;;;
2026;12;20260026;C007;2026-12-10;PAGO;1090.0;0.0;1090.0;2026-12-11
2026;1;20260027;C006;2026-01-10;PAGO;1290.0;0.0;1190.0;2026-01-08
2026;2;20260027;C006;2026-02-10;PAGO;1290.0;0.0;1290.0;2026-02-12
2026;3;20260027;C006;2026-03-10;PAGO;1290.0;0.0;1290.0;2026-03-13
2026;4;20260027;C006;2026-04-10;PAGO;1290.0;0.0;1290.0;2026-04-13
2026;5;20260027;C006;2026-05-10;ABERTO;1290.0;;;
2026;6;20260027;C006;2026-06-10;PAGO;1290.0;0.0;1190.0;2026-06-07
2026;7;20260027;C006;2026-07-10;PAGO;1290.0;0.0;1290.0;2026-07-09
2026;8;20260027;C006;2026-08-10;PAGO;1290.0;0.0;1240.0;2026-08-07
